ID;Parcela;Incendio;Especie Dominante;CBI Sotobosque;CBI Dosel;CBI Parcela;Geo CBI;CBI Par SS;GeoCBI Par SS;X;Y;MapX;MapY;Lat;Lon;NDVI2017;NDVI2018;NDVI2019;NDVI2020;NDWI2017;NDWI2018;NDWI2019;NDWI2020;NBR2017;NBR2018;NBR2019;NBR2020;B1_2017;B2_2017;B3_2017;B4_2017;B5_2017;B6_2017;B7_2017;B8_2017;B8_2017;B9_2017;B11_2017;B12_2017;B1_2018;B2_2018;B3_2018;B4_2018;B5_2018;B6_2018;B7_2018;B8_2018;B8A_2018;B9_2018;B11_2018;B12_2018;B1_2019;B2_2019;B3_2019;B4_2019;B5_2019;B6_2019;B7_2019;B8_2019;B8A_2019;B9_2019;B11_2019;B12_2019;B1_2020;B2_2020;B3_2020;B4_2020;B5_2020;B6_2020;B7_2020;B8_2020;B8A_2020;B9_2020;B11_2020;B12_2020
31;17;Nilahue Barahona;Pino Radiata;0.08;2.75;0.97;0.34;1.42;0.57;2408;7338;250960;6170280;-34.579.112;-71.714.961;0.1419;0.1697;0.1183;0.1021;0.1315;0.1799;0.1464;0.1164;0.1919;0.2326;0.1851;0.1575;4.4633;52.4601;199.6682;100.2939;122.2765;798.0476;848.3801;1056.6426;987.0679;1066.3232;241.4506;-124.5656;28.8629;-116.3209;14.521;-210.3521;-241.7333;490.2633;558.1613;710.7983;673.0662;840.2567;-641.5609;-735.8276;13.5367;-193.1347;-128.777;-307.4165;-318.4944;211.9957;278.9132;318.457;277.6803;625.4501;-895.1847;-829.3966;-1.5822;-164.6449;-92.1591;-236.3228;-317.074;129.8514;175.3057;202.48;219.4243;472.8569;-744.1581;-744.266
32;18;Nilahue Barahona;Pino Radiata;0.5;1.69;0.9;0.69;1.26;1.1;2404;7269;250920;6170970;-34.572.887;-71.715.195;0.2118;0.1681;0.0894;0.079;0.112;0.1906;0.1175;0.0972;0.1401;0.2201;0.154;0.1344;-8.2213;-48.737;-33.5227;-362.7494;-266.2996;634.2091;676.1008;801.4927;836.261;674.7626;-11.9485;-165.4406;60.5992;-72.3953;5.2927;-145.9385;100.9849;890.5229;1117.9349;1123.1744;1333.3683;870.5404;-73.965;-221.854;88.334;-81.2914;-33.3984;-141.0428;80.5085;503.9949;540.0022;605.9957;906.8147;522.3137;-210.1647;-322.594;83.744;-60.2816;-61.7845;-96.682;44.9959;560.2509;686.558;580.6838;894.0074;663.5217;-121.8279;-261.7784
33;19;Nilahue Barahona;Pino Radiata;0.08;1.75;0.64;0.19;0.92;0.42;2442;7244;251300;6171220;-34.570.727;-71.710.983;0.2655;0.2496;0.1201;0.1275;0.2105;0.2701;0.1821;0.1785;0.2358;0.3087;0.2067;0.1921;12.8029;-50.7303;-50.7896;-400.7453;-256.11;851.1992;917.3174;1229.2355;1199.8612;1124.4274;-229.3613;-330.3119;75.1126;-166.9321;-87.3934;-346.0291;-153.1303;730.6141;931.7458;1251.2297;1244.7306;1253.962;-593.3773;-630.8643;173.6187;-49.4039;12.1152;-88.1607;-153.9738;639.635;813.1891;895.1014;869.4829;1290.0198;-426.0729;-454.5729;54.3475;-109.2614;-162.6937;-260.6926;-278.6832;289.7719;591.1473;577.3761;630.6113;948.1481;-732.1095;-597.6436
34;cali1;Nilahue Barahona;Pino;0;0;0;0;0;0;1069;3285;237570;6210810;-34.210.720;-71.848.375;-0.0388;-0.0408;-0.0481;-0.0378;-0.0501;-0.0952;-0.0893;-0.0724;-0.0613;-0.0994;-0.1015;-0.0841;136.168;63.4492;83.4826;119.3331;91.4879;25.0054;87.9407;194.4858;91.9507;228.9653;308.1996;252.3888;106.071;-26.1544;88.5907;127.5525;198.9283;188.8209;119.7253;282.6021;161.906;168.313;508.269;375.1281;114.5305;-17.4103;28.8654;131.2686;123.3879;52.4167;75.509;155.8621;87.8674;42.439;452.4102;367.2365;170.0694;47.9741;68.5904;128.9748;111.9426;301.699;408.579;424.5212;430.1726;362.7148;467.5199;350.7545
35;cali2;Nilahue Barahona;Pino;0;0;0;0;0;0;1307;4527;239950;6198390;-34.323.191;-71.826.313;-0.0203;-0.0211;-0.0452;-0.0272;-0.0335;-0.0344;-0.0477;-0.0198;-0.0367;-0.0506;-0.0746;-0.0515;108.3142;41.6278;6.4338;55.9069;15.2139;-85.1536;-28.6355;-13.7085;-6.8647;0.2217;181.4459;151.3293;84.0554;-0.1638;29.5661;110.0685;136.3239;272.627;257.6553;414.3101;314.8372;275.1201;354.7805;288.5814;182.061;138.1702;208.2597;246.5038;249.1671;607.1658;776.8776;836.634;855.4926;662.2363;568.6537;432.4254;154.5018;58.4285;79.1458;148.4055;81.6642;380.6686;561.4911;547.4641;644.355;494.3738;343.5701;316.8635
36;7;Las Maquinas;Roble - Hualo;0.24;1.94;0.66;0.76;0;0;4213;1727;754910;6095010;-35.255.617;-72.198.150;0.3573;0.0853;0.0899;0.0792;0.3592;0.1351;0.1356;0.1221;0.5384;0.2023;0.1594;0.1339;-131.9225;-97.1958;57.4894;-237.3089;197.4324;1696.9399;2112.6536;2185.2861;2143.9846;1788.7661;81.0007;-784.6426;20.5882;54.7352;187.2727;14.6804;183.2584;1118.5525;1399.5513;1472.1735;1425.7174;1437.6411;194.4921;-208.3168;-180.2322;-49.1501;22.3295;-116.4209;67.5305;806.1606;1049.5304;1052.6132;904.21;583.2822;-136.2069;-277.5943;-76.9685;6.0264;114.7504;2.5823;136.9216;978.1031;1106.0887;1324.4625;1108.5344;880.8364;136.7622;-75.1918
37;6;Las Maquinas;Hualo - Avellano;0.26;1.13;0.48;0.52;0;0;4043;1753;753210;6094750;-35.258.390;-72.216.736;0.2936;0.1497;0.0957;0.0805;0.2559;0.1738;0.1325;0.1618;0.4234;0.2622;0.1716;0.1931;-10.1242;-50.2248;192.1763;-191.6476;307.0309;1534.7136;1895.0518;1957.6038;2005.9871;1809.5083;319.0951;-578.9445;120.9987;78.5981;300.6292;18.2795;316.0237;1243.6832;1540.5349;1626.215;1673.1055;1630.6847;283.7168;-247.9896;36.297;33.974;204.9936;-67.6344;187.8729;900.7269;1167.9305;1129.337;1148.6526;1177.5349;-10.2748;-255.3366;103.2713;114.7287;336.1397;119.1768;338.6196;1195.2004;1494.324;1591.9924;1482.4084;1648.278;304.5575;-30.8444
38;3;Las Maquinas;Eucaliptus - Quillay;0.89;0.94;0.9;1.09;0;0;4154;1723;754320;6095050;-35.255.407;-72.204.640;0.2234;0.0802;0.0406;0.0324;0.1967;0.0203;-0.0325;-0.0393;0.3445;0.0841;0.0123;-0.0099;-23.9814;29.134;105.4044;36.4371;286.715;1172.0486;1374.3027;1591.6304;1600.7373;1610.1077;337.6952;-636.1307;-32.3038;-96.4851;-83.0969;-86.778;-35.4358;140.2816;337.4572;460.8396;512.255;476.739;215.0659;-206.2017;30.3183;24.5709;68.6895;102.0587;220.936;378.7238;460.5845;575.979;610.3225;582.7588;618.3458;204.0429;82.6416;39.8249;90.6719;113.2279;126.5229;376.7142;446.5736;537.55;592.6085;599.5621;629.5685;277.8654
39;2;Las Maquinas;Pino Radiata - Eucaliptus;1.39;1.75;1.48;1.5;0;0;4112;1754;753900;6094740;-35.258.305;-72.209.156;0.2317;0.0647;0.0253;0.0339;0.1727;0.0114;-0.0593;-0.0066;0.3277;0.0772;-0.0187;0.0204;14.3364;31.7457;96.2262;10.2664;256.7877;993.7734;1226.533;1307.0188;1404.3406;1444.8411;535.5375;-321.8004;25.6586;-29.3835;-26.7389;33.2404;75.1769;206.7465;363.9563;547.5514;543.3698;693.0852;421.2339;-4.459;38.8038;29.4257;30.1307;80.1844;180.9038;274.9244;382.2642;403.9891;544.4957;569.3212;645.6063;265.7704;-33.7605;34.1404;70.6253;56.5182;40.4312;173.4757;249.6704;351.3478;349.8748;236.8792;347.1829;100.4683
40;8;Las Maquinas;Pino Radiata;0.17;2;0.78;1.02;0;0;4122;1719;754000;6095090;-35.255.128;-72.208.166;0.3126;0.0903;0.071;0.039;0.3506;0.1478;0.0942;0.044;0.4774;0.1957;0.1145;0.0535;-34.8864;-53.01;100.4677;-120.5753;283.4635;1459.4033;1817.082;2199.1636;1958.3882;1683.0127;80.9575;-527.5261;11.5008;-2.9004;90.8916;-37.1676;178.5089;854.6238;1077.7153;1333.3778;1200.6606;906.0402;4.3478;-275.6681;-6.826;-75.4967;7.4566;-80.6305;67.4777;483.2389;645.4897;891.1837;703.0438;251.2849;-47.0442;-190.059;61.4012;-32.6975;60.1669;-12.3258;129.3784;489.4587;507.2288;793.6194;603.8051;181.1375;138.2599;-12.2817
41;4;Las Maquinas;Eucaliptus ;1.08;0.94;1.01;1.08;0;0;4125;1731;754030;6094970;-35.256.201;-72.207.800;0.2247;0.0411;0.0531;0.0305;0.2568;0.1108;0.1484;0.1025;0.3886;0.1642;0.1864;0.1261;-36.506;-35.6096;16.7244;-75.2663;142.9911;1017.8273;1386.2178;1327.832;1435.4978;1250.1853;9.0887;-554.07;8.4418;-54.797;-34.2918;-14.0746;-61.6415;363.4851;611.8823;475.4883;713.3229;731.3134;-243.6138;-409.1828;-186.1673;-126.6395;-145.1961;-193.8701;-442.1935;-135.8572;71.3761;94.5983;97.6956;114.6936;-876.9948;-786.6633;-72.5502;-46.2616;-59.2918;-48.1457;-219.0315;-2.4819;171.9185;175.1929;161.0009;117.7732;-462.255;-424.6086
42;5;Las Maquinas;Hualo ;1.1;2.58;1.47;1.57;0;0;4329;1800;756070;6094280;-35.261.896;-72.185.186;0.3664;0.1829;0.0563;-0.0046;0.2726;0.1926;0.083;0.0229;0.4498;0.299;0.137;0.0637;-85.8845;-198.119;-87.821;-350.9662;-135.9015;997.0314;1204.7832;1405.3289;1484.9443;1843.5129;-18.7114;-757.6671;4.6829;-97.4627;-13.5848;-188.8978;-68.4568;655.0029;779.8875;994.8456;1016.2418;1484.8298;-178.1538;-575.2872;-43.6038;-87.6878;30.6212;-52.5251;-66.9697;318.0706;323.7471;462.0909;487.2797;993.2483;-116.5981;-307.0036;-4.2662;-39.5604;75.3736;51.0138;-32.2953;129.4756;174.8145;251.0878;267.0293;945.8993;33.5001;-136.9573
43;3;Las Maquinas;Hualo ;0.32;0.88;0.46;0.45;0;0;4338;1803;756160;6094250;-35.262.143;-72.184.188;0.3381;0.1596;0.1362;0.1138;0.3593;0.2499;0.2575;0.2574;0.54;0.3431;0.3161;0.2919;3.4764;-22.6016;184.9303;-82.308;370.5263;2032.4399;2548.3867;2542.3396;2719.1436;2236.6216;351.1368;-570.3076;51.8126;16.755;203.7086;-22.5965;222.2596;1509.491;1913.9231;2039.1799;2085.1663;1864.5417;85.2982;-434.8353;-117.4391;-26.2584;155.2182;-54.3865;59.956;1241.8419;1638.6564;1801.2861;1714.4573;1217.6294;-257.2084;-546.8746;-40.1483;9.1931;172.2007;14.8771;119.6598;1340.7021;1791.1145;1896.6362;1810.7003;1217.4122;-134.7914;-364.8239
44;10;Las Maquinas;Hualo ;0.22;0.42;0.28;0.26;0;0;4542;2689;758200;6085390;-35.341.411;-72.158.998;0.151;0.0687;0.0382;0.0777;0.1503;0.1161;0.0544;0.0715;0.1888;0.1572;0.0939;0.0882;97.261;144.5522;274.5101;-53.4597;160.6129;1238.3662;1488.7926;1359.53;1517.0011;1218.8416;206.8514;-106.7263;111.0989;108.2454;210.6201;49.3155;266.5976;1148.0674;1478.5271;1246.13;1491.5513;1270.354;257.4982;-76.6298;30.7085;84.0573;174.2134;63.7701;247.6264;938.1147;1128.488;892.3143;1178.2019;1183.7665;262.7686;-46.9307;31.295;38.0413;125.7782;-56.147;107.5433;808.4346;995.8921;827.3036;1119.2977;946.517;131.4005;-54.8217
45;6;Las Maquinas;Hualo ;0.5;1.13;0.71;0.83;0;0;4501;2664;757790;6085640;-35.339.266;-72.163.583;0.3112;0.1132;0.0704;0.0448;0.3394;0.1882;0.1228;0.0836;0.4756;0.2664;0.1713;0.1074;-59.8498;-29.4449;201.066;-144.3161;174.7911;1532.9167;1911.032;2348.4116;1984.5295;2043.1051;136.9985;-601.8928;22.7496;31.5432;184.9517;-38.2522;129.2659;1058.9711;1424.4535;1620.0505;1451.9053;1403.3311;-18.0551;-460.666;-30.1692;-0.0553;185.6678;-6.5881;108.3416;859.0649;1156.6262;1403.3546;1167.626;1135.5272;143.1584;-207.9906;17.507;55.9969;187.456;52.5656;108.3965;726.9497;1017.8854;1300.6653;1005.463;1005.9177;264.2295;-26.1694
46;9;Las Maquinas;Hualo ;0.13;1.5;0.58;0.57;0;0;4509;2680;757870;6085480;-35.340.686;-72.162.654;0.2377;0.1089;0.0276;-0.0018;0.2294;0.147;0.0841;0.0453;0.3641;0.2288;0.1312;0.0698;31.0203;49.1374;210.3482;-103.5777;212.0911;1465.1655;1712.6404;1813.6721;1908.7673;1715.9772;219.6842;-539.6231;53.6162;108.4017;215.85;48.1461;195.0355;1007.6633;1310.562;1346.2612;1415.666;1518.4911;116.4998;-366.7147;-19.7318;82.2459;230.8797;136.7038;182.6161;828.2118;1037.7906;1085.5309;1079.005;1125.4073;235.7496;-123.3926;48.6741;131.1527;287.1929;226.3312;202.5169;833.7446;974.6407;1029.4614;1097.5365;1029.7159;399.717;76.5726
47;4;Las Maquinas;Hualo ;0.07;1.31;0.38;0.08;0;0;4432;2612;757100;6086160;-35.334.760;-72.171.330;0.2443;0.164;0.1435;0.1035;0.1683;0.1248;0.0829;0.0585;0.2564;0.1938;0.1466;0.1009;55.7768;-88.2041;35.2774;-398.8938;106.6182;1201.2593;1446.1765;1230.1719;1504.6371;1771.7026;-13.521;-482.1798;114.7622;-11.1084;84.899;-51.2674;216.6349;1048.9772;1252.9233;1125.1438;1388.358;1772.1274;137.0684;-269.2914;43.9842;-118.9894;-53.6743;-255.3193;62.861;814.7283;956.953;777.0299;1090.6163;1430.6345;50.7092;-304.8408;100.3998;-5.4011;131.8433;33.2583;201.9658;916.9969;1128.3864;921.2754;1304.1869;1650.2383;316.7332;-18.795
48;6;Las Maquinas;Hualo ;0.44;1.31;0.66;0.66;0;0;4475;2651;757530;6085770;-35.338.162;-72.166.482;0.247;0.1602;0.0891;0.0486;0.2342;0.2294;0.1365;0.0906;0.2838;0.2845;0.1745;0.1263;113.3445;77.6337;247.3827;-168.5124;19.6945;1235.426;1606.5487;1727.9275;1578.7914;1808.375;40.8215;-276.2192;117.0395;22.5889;181.579;-38.7938;201.549;1185.2667;1542.2535;1678.7933;1569.1345;1660.6985;3.2568;-320.6866;94.8883;14.988;189.4493;37.551;242.8476;1084.2546;1406.7451;1491.9033;1387.8124;1562.9915;260.2426;-88.9617;109.8537;24.548;167.1364;60.7479;212.5402;928.6691;1246.3541;1240.6814;1274.0208;1382.8075;263.0858;-64.9177
49;11;Las Maquinas;Hualo ;1;1.5;1.17;0.97;0;0;4424;2725;757020;6085030;-35.344.958;-72.171.855;0.2808;0.0736;0.0254;0.0043;0.1916;0.0435;0.0158;0.0003;0.3536;0.119;0.0453;0.0198;-0.3359;-1.4983;161.3617;-32.6587;225.8154;1125.6111;1285.0437;1413.217;1491.1388;1248.0688;621.2769;-176.7161;65.7746;-2.2037;76.936;-38.983;132.8986;462.9086;546.8046;619.1;719.6864;792.4071;290.9741;-123.9034;49.7734;21.9492;146.4003;87.1393;267.8228;527.6592;618.9109;667.9812;794.9685;571.8472;465.7964;161.2787;56.1383;41.061;153.6345;75.9527;180.162;377.9702;417.2327;492.2507;504.3751;314.5208;391.5802;151.6417
50;10;Las Maquinas;Hualo ;0.19;2;0.79;0.77;0;0;4416;2731;756940;6084970;-35.345.519;-72.172.715;0.3178;0.1429;0.0741;0.0112;0.2025;0.0876;0.0215;-0.0392;0.3759;0.1887;0.0765;-0.001;7.8341;-101.2218;28.5165;-201.1428;130.271;1230.2999;1625.0493;1381.1624;1697.131;1734.7068;334.9481;-548.7263;53.794;-54.847;37.4678;-141.5117;-15.0552;637.8344;961.1746;684.0955;997.2581;1085.5708;61.1957;-428.9736;98.7547;-60.9443;60.7278;-30.4102;88.4626;494.7366;762.3295;509.9736;789.8231;1002.8358;268.4647;-66.7792;140.6455;-12.5759;88.2958;55.0294;93.4396;276.1727;448.4531;194.9904;450.2544;735.8422;355.4879;76.8633
51;7;Las Maquinas;Hualo - Avellano;0.5;2.06;0.89;1.16;0;0;4120;2763;753980;6084650;-35.349.158;-72.205.152;0.3766;0.1837;0.0941;0.0605;0.3213;0.2464;0.1249;0.0765;0.496;0.3567;0.1996;0.1311;-57.7993;-112.9609;-33.5923;-199.1492;50.7473;1234.0732;1537.3531;1490.9941;1625.0356;1443.6584;66.665;-493.8024;-81.4603;-88.7447;-121.6288;-280.9757;-60.0037;756.9957;990.4395;847.9716;1079.3716;933.1399;-474.122;-781.7407;-68.0794;-58.8397;-29.1483;-101.143;-26.2972;609.0688;822.7727;612.6206;857.4218;885.7008;-152.4935;-373.6923;-96.007;-116.4456;-187.9283;-180.3531;-184.8476;92.7495;224.845;-47.8812;221.7772;361.0702;-354.1905;-432.2788
52;8;Las Maquinas;Pino Radiata;1.17;3;1.78;2.23;0;0;3660;3075;749380;6081530;-35.378.418;-72.254.767;0.3153;0.1829;0.2027;0.1801;0.4281;0.3569;0.3192;0.2811;0.5714;0.4751;0.407;0.3556;39.8041;42.3524;128.2339;14.9662;200.6517;1130.5437;1385.5511;1478.4918;1423.7725;1225.7354;219.1603;-124.4982;46.2237;2.6187;54.9685;-51.055;127.0759;933.7701;1113.7421;1217.6013;1179.9379;943.6879;-99.4328;-396.4305;-22.188;-44.0515;30.301;-92.9612;3.3067;703.0845;890.5701;1017.2427;908.3131;525.3687;-273.3398;-473.0959;-73.643;-113.8687;-126.68;-247.2551;-98.7081;443.5478;571.3028;649.1057;513.0121;-101.4023;-578.0214;-687.833
53;7;Las Maquinas;Roble - Pino Radiata;0.65;0.88;0.71;0.64;0;0;3492;6100;747700;6051280;-35.651.280;-72.264.007;0.1071;0.0343;0.0241;0.0357;0.1136;0.0559;0.0416;0.0414;0.1226;0.0822;0.0611;0.0677;72.1468;51.8772;105.1567;-60.5445;85.1663;786.9225;950.1464;895.3463;1010.1299;674.2897;94.0956;-49.2318;90.5636;33.8803;55.9224;8.0072;214.4049;692.1757;883.4607;667.6293;952.1704;962.7206;143.7608;-40.5218;30.3566;-15.533;59.9771;13.8286;191.7854;545.48;700.8525;466.9076;765.7643;781.6761;75.3553;-52.0699;13.2047;-13.5706;-1.5276;-29.8369;109.3054;367.8368;547.132;385.0657;609.6846;677.3356;27.7477;-96.7003
54;9;Las Maquinas;Peumo - Quillay - Litre;0.5;1.5;0.83;1.08;0;0;3601;6086;748790;6051420;-35.649.745;-72.252.023;0.1224;0.0465;0.0262;-0.0335;0.1754;0.2059;0.1251;0.0692;0.2268;0.2678;0.1733;0.1083;69.339;160.0948;386.2001;217.014;314.123;1234.5845;1401.0994;1365.95;1463.7483;818.3827;250.1733;-73.5118;55.6127;134.1527;345.9779;359.9147;423.6962;1215.8835;1428.8625;1422.0516;1506.7231;1338.3951;184.5446;-155.2939;-34.6518;54.1563;251.9211;265.3501;284.3342;834.8704;1092.46;977.4879;1204.4573;895.1166;67.2811;-191.9622;-13.3932;81.6686;248.3856;334.4724;266.5641;683.8365;784.0048;751.5435;905.3418;900.8176;144.1356;-94.5354
55;11;Las Maquinas;Peumo - Quillay - Litre;0.25;1.38;0.63;0.63;0;0;3606;6088;748840;6051400;-35.649.913;-72.251.465;0.1472;0.0881;0.0498;0.0023;0.1458;0.1605;0.1155;0.0428;0.2396;0.2306;0.1637;0.0674;148.1539;180.0022;398.1686;187.9702;409.2524;1217.7781;1293.6898;1443.8406;1394.9546;1143.3546;457.3871;-100.5999;88.6001;81.4754;276.4125;209.9053;342.8641;959.3413;1079.6046;1275.7819;1199.2751;1016.6914;169.2681;-238.4885;90.9365;97.982;305.6818;298.0434;367.2854;892.3262;966.6697;1258.9202;1126.9868;764.9772;391.3589;22.1946;78.1262;98.8626;279.0428;280.2206;363.0826;703.0083;789.4225;930.6124;914.9287;478.6691;437.9569;149.623
56;12;Las Maquinas;Hualo - Pino Insigne;0.31;1;0.48;0.53;0;0;3553;6127;748310;6051010;-35.653.558;-72.257.193;0.1009;-0.0398;-0.0039;0.0069;0.1269;0.0619;0.0916;0.0832;0.1842;0.1028;0.1203;0.099;11.0374;26.437;204.2614;-113.5459;86.7304;727.7192;796.5132;927.6666;830.6418;972.3281;-48.5452;-331.5654;117.7926;114.4874;292.2408;297.7076;306.7357;675.0148;771.332;804.2489;830.545;995.1588;207.9554;-79.4695;-21.4007;24.7292;115.971;112.3619;166.4443;359.5693;479.3506;675.0608;543.2329;396.8396;-72.8242;-217.1479;100.4738;95.409;265.3496;228.8008;294.9338;545.3735;680.1129;915.3966;709.4806;546.4911;189.481;-9.8948
57;10;Las Maquinas;Pino Insigne - Eucaliptus;0.5;1.75;0.92;1.14;0;0;3094;6210;743720;6050180;-35.662.178;-72.307.592;0.2475;0.1215;0.0857;0.0625;0.2064;0.2175;0.1282;0.1072;0.2499;0.2569;0.1608;0.1193;76.8631;-7.091;123.4213;-279.9259;30.9241;1159.4736;1559.6255;1613.4008;1583.8429;973.6294;-25.991;-284.7188;56.1391;-15.9817;116.3033;-41.5308;157.1418;980.4775;1359.9041;1553.611;1400.1461;1061.4611;-130.6467;-346.5431;26.1047;-35.5845;93.6638;-17.8661;187.4008;817.8136;1114.9399;1325.5132;1182.6635;917.5969;69.7212;-167.2545;39.3958;-30.3277;114.5161;8.0469;163.3714;725.0298;975.1599;1215.8198;973.0334;757.7357;83.8535;-89.7797
58;11;Las Maquinas;Pino Insigne ;0.81;1.8;1.05;1.22;0;0;3055;6216;743330;6050120;-35.662.814;-72.311.878;0.0514;0.0916;0.0859;0.2221;0.0757;0.1959;0.1672;0.3509;0.0664;0.2141;0.1773;0.3946;97.034;52.5962;139.2908;6.895;14.3286;625.5255;787.9532;778.0529;760.7205;492.9175;66.5717;-8.3499;96.812;40.3789;131.0513;5.6133;117.7943;799.9322;986.1938;1212.7256;1044.4399;980.7721;-31.0967;-169.8094;25.4282;-5.4906;138.5539;-6.4917;111.1402;732.009;912.5283;1045.2473;1011.942;892.5341;-69.9945;-168.1183;-53.3629;-60.0711;77.9098;-99.257;42.6917;1031.7933;1182.1089;1460.3743;1186.5015;1056.1063;-352.2642;-457.0989
59;cali1;Las Maquinas;Pino;0;0;0;0;0;0;2986;3816;742640;6074120;-35.446.822;-72.326.685;-0.0555;-0.1158;-0.1511;-0.171;-0.0599;-0.1373;-0.1852;-0.2;-0.0681;-0.1457;-0.2053;-0.2168;269.2891;257.2285;449.5285;460.3048;351.9636;481.9044;515.8385;509.4797;582.9292;647.2087;691.6097;514.7723;331.1851;356.3928;504.7961;577.3696;463.5417;495.801;442.2634;361.109;563.5714;557.3279;937.7843;711.2778;298.9917;342.7916;557.3564;642.3191;524.3831;438.2106;349.7013;261.6196;466.9767;474.0691;1077.3843;858.3762;305.436;354.9401;547.0143;681.4398;511.0481;401.6558;360.4667;231.7974;441.8003;434.9846;1119.7693;884.6375
60;cali2;Las Maquinas;Pino;0;0;0;0;0;0;4583;3425;758610;6078030;-35.407.587;-72.152.162;-0.0035;-0.0308;-0.0414;-0.0438;-0.0341;-0.0732;-0.1298;-0.1396;-0.0334;-0.0774;-0.1254;-0.1256;154.8503;130.2372;224.0221;127.1643;250.0761;524.3446;622.6453;673.4502;674.9481;713.8254;563.8884;335.5456;199.0995;143.6366;252.8017;179.2661;316.1569;483.4919;560.4583;623.0542;528.9634;590.4908;718.1131;466.2988;156.3569;134.7924;251.4162;191.2425;323.6878;373.9318;417.9949;347.0439;423.1853;472.7317;858.5598;569.9195;160.1671;118.4397;229.6683;190.6396;333.2185;339.5417;299.1594;298.8323;339.3357;351.3264;884.7972;563.9392
61;1;Nilahue Barahona;Eucaliptus;0.88;1.13;0.96;0.92;0;0;1632;3147;243200;6212190;-34.199.693;-71.786.922;0.1018;0.0312;0.0136;0.0085;0.1575;-0.0181;-0.0112;-0.0106;0.2785;0.034;0.0134;0.0054;-9.9483;305.7255;477.9144;742.2245;580.67;1102.2229;1325.9392;1711.3416;1507.6066;1461.8157;915.851;-211.9747;103.49;4.0911;73.7537;152.7515;-48.2231;35.4673;180.2593;353.603;314.3198;559.9631;556.8333;9.2488;179.6862;188.9391;272.454;410.8215;221.2858;321.708;471.8074;584.9819;560.1261;664.0209;732.7839;326.5938;202.3872;203.0863;259.1031;332.6039;195.7584;341.8257;366.0768;415.7676;516.4934;671.0206;551.1851;255.3022
62;1;Nilahue Barahona;Pino Radiata;0.75;0.56;0.66;0.67;0;0;1726;3427;244140;6209390;-34.225.146;-71.777.560;0.007;0.0316;0.0221;0.0465;0.0105;0.0718;0.0655;0.1081;0.0181;0.0666;0.06;0.0925;110.3629;56.8438;-0.4036;-11.2922;-10.0978;168.4237;160.687;275.9369;240.665;264.7253;65.7516;-2.0247;-70.6023;-63.7385;-15.0095;-38.7489;49.5135;350.5137;390.6031;543.3057;455.7206;299.6261;-60.3909;-79.1817;-92.3638;-21.4264;11.4006;-5.3917;84.0396;445.1241;551.7537;567.8765;589.5439;445.5988;-21.0891;-53.1794;-159.5345;-53.1349;-79.2926;-113.0857;-12.6671;354.8923;455.2699;469.8;461.5491;183.7305;-269.0428;-181.3195
63;1;Nilahue Barahona;Pino Radiata;1.75;2.38;2.06;2.02;0;0;1737;3458;244250;6209080;-34.227.966;-71.776.458;-0.0225;-0.0118;-0.0191;0.1453;-0.0205;-0.0071;-0.0081;0.1817;-0.0181;-0.0145;-0.0095;0.1662;101.801;133.9932;99.9655;116.5443;68.4279;167.7634;300.6777;366.1816;337.8203;604.8462;244.0466;138.0056;109.4329;32.6634;120.0371;111.0901;153.3704;384.7213;511.0154;661.2738;603.7041;859.8447;306.8159;184.9532;64.7978;24.3062;43.8746;95.0298;61.9252;205.4587;360.5151;448.0647;403.5046;698.8682;223.6988;127.5684;50.6451;-102.9271;-85.6891;-361.2009;-353.0153;339.688;486.4088;463.0691;417.8296;711.7054;-853.6957;-553.3474
64;1;Nilahue Barahona;Pino Radiata - Quillay;0.92;1.69;1.11;0.97;0;0;1713;3504;244010;6208620;-34.232.051;-71.779.197;0.3764;0.0823;0.1191;0.0818;0.2633;0.083;0.1405;0.0773;0.4368;0.1547;0.182;0.1118;-389.598;-628.873;-510.3716;-784.5508;-446.0662;1093.9575;1498.3911;1398.1982;1516.7086;1408.6754;-574.2948;-1500.403;-6.5329;-129.9626;15.5579;-170.6621;-62.5699;398.7109;428.6907;427.8972;518.5332;864.89;-267.1025;-548.4227;-5.8012;-148.5271;-29.2348;-270.9534;-16.8468;618.7732;666.6016;808.8518;422.0479;498.604;-353.198;-486.1567;39.9938;-78.5853;-8.7032;-164.202;-5.9467;470.4363;701.6068;478.1003;544.2256;544.076;-199.1641;-325.074
65;1;Nilahue Barahona;Eucaliptus ;0.83;1.25;0.97;0.18;0;0;1791;5376;244790;6189900;-34.400.869;-71.776.288;0.2497;0.073;-0.0006;0.0361;0.1888;0.0707;-0.0035;0.0154;0.3377;0.1447;0.0472;0.0598;-434.0815;-477.587;-434.6557;-708.9998;-477.5585;537.4625;786.0361;948.228;991.4436;888.9121;-658.3838;-1574.5093;-64.7529;-120.8966;-95.3895;-160.0126;71.3291;151.2366;198.8074;457.2498;337.6108;320.4573;-175.7051;-550.556;178.4001;183.6652;300.0197;245.5004;275.4749;428.4109;478.1215;617.501;629.4731;790.9417;455.686;41.0811;113.6977;25.9827;61.1539;-66.0903;1.64;269.5382;349.1643;319.1914;343.5122;493.7581;120.5778;-158.9111
